"","location","motsum","attachedsum","copsum","chalsum","Sum_all_lice","SE.motile","SE.attached","SE.cops","SE.chals","SE.all"
"1","Bedwell Sound Middle",0.0158730158730159,0.206349206349206,0.0515873015873016,0.154761904761905,0.222222222222222,0.00968787207004173,0.0321232255545004,0.0150513807706334,0.0289370615942768,0.0341012743637083
"2","Bedwell Sound North",0,0,0,0,0,0,0,0,0,0
"3","Bedwell Sound South",0.0344827586206897,0.717241379310345,0.317241379310345,0.4,0.751724137931034,0.0107332710388016,0.0618697834186272,0.0366887723916897,0.0457735225659387,0.0648186494714754
"4","Cancer",0,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0,0.043492300025135,0,0.043492300025135,0.043492300025135
"5","Cypre River",0.00552486187845305,0.198895027624309,0.116022099447514,0.0828729281767954,0.204419889502762,0.00552486187845305,0.0387178564302553,0.0274580632923518,0.0233457649580785,0.0412498354958483
"6","Moyeha",0,0.0048780487804878,0,0.0048780487804878,0.0048780487804878,0,0.0048780487804878,0,0.0048780487804878,0.0048780487804878
"7","North Meares",0.136929460580913,1.85269709543568,0.692946058091289,1.1597510373444,1.98962655601659,0.0193673561707421,0.103061324905435,0.0523165293998269,0.0725618367357567,0.110189228227118
"8","Ritchie Bay",0.282500000000001,2.155,0.752500000000001,1.4025,2.4375,0.0327401001892328,0.12375672433061,0.0682073308005624,0.0917047369110769,0.141164985949581
"9","White Pine",0.05,0.33,0.1,0.23,0.38,0.021904291355759,0.0652191333393456,0.0301511344577763,0.0547814758929522,0.0678381913233261
